,id,description
332,oth432_trkdpitpredictivetangiblebvps_prediction,Predict value of Tangible book value per share
333,oth432_trkdpitpredictivetotassets_mad_act,Mean Absolute Deviation of scaled actual value of Total Assets
334,oth432_trkdpitpredictivetotassets_mad_pred,Mean Absolute Deviation of predicted value of Total Assets
335,oth432_trkdpitpredictivetotassets_mae,Mean Average Error of the model of Total Assets
336,oth432_trkdpitpredictivetotassets_prediction,Predict value of Total Assets
337,oth432_trkdpitpredictivetotinventory_mad_act,Mean Absolute Deviation of scaled actual value of Total Inventories
338,oth432_trkdpitpredictivetotinventory_mad_pred,Mean Absolute Deviation of predicted value of Total Inventories
339,oth432_trkdpitpredictivetotinventory_mae,Mean Average Error of the model of Total Inventories
340,oth432_trkdpitpredictivetotinventory_prediction,Predict value of Total Inventories
341,oth432_trkdpitpredictivetotrevenue_mad_act,Mean Absolute Deviation of scaled actual value of Total Revenue
342,oth432_trkdpitpredictivetotrevenue_mad_pred,Mean Absolute Deviation of predicted value of Total Revenue
343,oth432_trkdpitpredictivetotrevenue_mae,Mean Average Error of the model of Total Revenue
344,oth432_trkdpitpredictivetotrevenue_prediction,Predict value of Total Revenue
