,id,description
93,oth432_aul3_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Assets Level3(unobservable)
94,oth432_aul3_compustatdeltapredict_annual_funda_predict,Predict value of Assets Level3(unobservable)
95,oth432_bkvlps_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Book value per share
96,oth432_bkvlps_compustatdeltapredict_annual_funda_predict,Predict value of Book value per share
97,oth432_capital_otlo_predict,Predict value of Cash from Operating Activities
98,oth432_capital_revtq_mae,Mean Average Error of the model of Revenue - Total
99,oth432_capital_revtq_predict,Predict value of Revenue - Total
100,oth432_captq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Capitalized Costs
101,oth432_captq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Capitalized Costs
102,oth432_captq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Capitalized Costs
103,oth432_captq_compustatdeltapredict_funda_predict,Predict value of Capitalized Costs
104,oth432_capx_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Capital Expenditure
105,oth432_capx_compustatdeltapredict_annual_funda_predict,Predict value of Capital Expenditure
106,oth432_cash_otlo_mae,Mean Average Error of the model of Cash from Operating Activities
107,oth432_cash_otlo_predict,Predict value of Cash from Operating Activities
108,oth432_cash_rtlr_mae,Mean Average Error of the model of Total Revenue
109,oth432_cash_rtlr_predict,Predict value of Total Revenue
110,oth432_cashflows_otlo_mae,Mean Average Error of the model of Cash from Operating Activities
111,oth432_cashflows_otlo_predict,Predict value of Cash from Operating Activities
112,oth432_cashflows_rtlr_mae,Mean Average Error of the model of Total Revenue
113,oth432_cashflows_rtlr_predict,Predict value of Total Revenue
114,oth432_ceq_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Common Equity
115,oth432_ceq_compustatdeltapredict_annual_funda_predict,Predict value of Common Equity
116,oth432_cfo_cap,CFO to cap ratio of Predictive models
117,oth432_cfo_yield,CFO Yield of Predictive models
118,oth432_che_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Cash and Short-term Investments
119,oth432_che_compustatdeltapredict_annual_funda_predict,Predict value of Annual Cash and Short-term Investments
120,oth432_che_profitability_profitability1,1st profitability field of Cash and Short-term Investments
121,oth432_che_profitability_profitability10,10th profitability field of Cash and Short-term Investments
122,oth432_che_profitability_profitability11,11th profitability field of Cash and Short-term Investments
123,oth432_che_profitability_profitability12,12th profitability field of Cash and Short-term Investments
124,oth432_che_profitability_profitability2,2nd profitability field of Cash and Short-term Investments
125,oth432_che_profitability_profitability3,3rd profitability field of Cash and Short-term Investments
126,oth432_che_profitability_profitability4,4th profitability field of Cash and Short-term Investments
127,oth432_che_profitability_profitability5,5th profitability field of Cash and Short-term Investments
128,oth432_che_profitability_profitability6,6th profitability field of Cash and Short-term Investments
129,oth432_che_profitability_profitability7,7th profitability field of Cash and Short-term Investments
130,oth432_che_profitability_profitability8,8th profitability field of Cash and Short-term Investments
131,oth432_che_profitability_profitability9,9th profitability field of Cash and Short-term Investments
132,oth432_cheq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Cash and Short-term Investments
133,oth432_cheq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Cash and Short-term Investments
134,oth432_cheq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Cash and Short-term Investments
135,oth432_cheq_compustatdeltapredict_funda_predict,Predict value of Cash and Short-term Investments
136,oth432_cheq_mae,Mean Average Error of the model of Cash and Short-Term Investments
137,oth432_cheq_predict,Predict value of Cash and Short-Term Investments
138,oth432_cheq_profitability_profitability1,1st profitability field of Cash and Short-term Investments
139,oth432_cheq_profitability_profitability10,10th profitability field of Cash and Short-term Investments
140,oth432_cheq_profitability_profitability11,11th profitability field of Cash and Short-term Investments
141,oth432_cheq_profitability_profitability12,12th profitability field of Cash and Short-term Investments
142,oth432_cheq_profitability_profitability2,2nd profitability field of Cash and Short-term Investments
143,oth432_cheq_profitability_profitability3,3rd profitability field of Cash and Short-term Investments
144,oth432_cheq_profitability_profitability4,4th profitability field of Cash and Short-term Investments
145,oth432_cheq_profitability_profitability5,5th profitability field of Cash and Short-term Investments
146,oth432_cheq_profitability_profitability6,6th profitability field of Cash and Short-term Investments
147,oth432_cheq_profitability_profitability7,7th profitability field of Cash and Short-term Investments
148,oth432_cheq_profitability_profitability8,8th profitability field of Cash and Short-term Investments
149,oth432_cheq_profitability_profitability9,9th profitability field of Cash and Short-term Investments
150,oth432_ciac_mae,Mean Average Error of the model of Income Available to Com Excl ExtraOrd
151,oth432_ciac_predict,Predict value of Income Available to Com Excl ExtraOrd
152,oth432_cogs_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Cost of Goods Sold
153,oth432_cogs_compustatdeltapredict_annual_funda_predict,Predict value of Annual Cost of Goods Sold
154,oth432_cogsq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Quarterly Cost of Goods Sold
155,oth432_cogsq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Quarterly Cost of Goods Sold
156,oth432_cogsq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Quarterly Cost of Goods Sold
157,oth432_cogsq_compustatdeltapredict_funda_predict,Predict value of Quarterly Cost of Goods Sold
158,oth432_cogsq_mae,Mean Average Error of the model of Cost of Goods Sold
159,oth432_cogsq_predict,Predict value of Cost of Goods Sold
160,oth432_compustat_models_leverage_payoff1,1st deleveraged profitability measure of Predictive models
161,oth432_compustat_models_leverage_payoff2,2nd deleveraged profitability measure of Predictive models
162,oth432_compustat_models_leverage_payoff3,3rd deleveraged profitability measure of Predictive models
163,oth432_compustat_models_leverage_payoff4,4th deleveraged profitability measure of Predictive models
164,oth432_compustat_models_leverage_payoff5,5th deleveraged profitability measure of Predictive models
165,oth432_compustat_models_profitability1,1st profitability field of Predictive models
166,oth432_compustat_models_profitability10,10th profitability field of Predictive models
167,oth432_compustat_models_profitability11,11th profitability field of Predictive models
168,oth432_compustat_models_profitability12,12th profitability field of Predictive models
169,oth432_compustat_models_profitability13,13th profitability field of Predictive models
170,oth432_compustat_models_profitability14,14th profitability field of Predictive models
171,oth432_compustat_models_profitability15,15th profitability field of Predictive models
172,oth432_compustat_models_profitability2,2nd profitability field of Predictive models
173,oth432_compustat_models_profitability3,3rd profitability field of Predictive models
174,oth432_compustat_models_profitability4,4th profitability field of Predictive models
175,oth432_compustat_models_profitability5,5th profitability field of Predictive models
176,oth432_compustat_models_profitability6,6th profitability field of Predictive models
177,oth432_compustat_models_profitability7,7th profitability field of Predictive models
178,oth432_compustat_models_profitability8,8th profitability field of Predictive models
179,oth432_compustat_models_profitability9,9th profitability field of Predictive models
180,oth432_compustat_models_tot_rev_cap,Total Revenue to market cap ratio of Predictive models
181,oth432_compustat_models_tot_rev_yield,Total Revenue Yield of Predictive models
182,oth432_compustatpredictiveacoq_mad_act,Mean Absolute Deviation of scaled actual value of Other Current Assets
183,oth432_compustatpredictiveacoq_mad_pred,Mean Absolute Deviation of predicted value of Other Current Assets
184,oth432_compustatpredictiveacoq_mae,Mean Average Error of the model of Other Current Assets
185,oth432_compustatpredictiveacoq_prediction,Predict value of Other Current Assets
186,oth432_compustatpredictiveancq_mad_act,Mean Absolute Deviation of scaled actual value of Non-current Assets
187,oth432_compustatpredictiveancq_mad_pred,Mean Absolute Deviation of predicted value of Non-current Assets
188,oth432_compustatpredictiveancq_mae,Mean Average Error of the model of Non-current Assets
189,oth432_compustatpredictiveancq_prediction,Predict value of Non-current Assets
190,oth432_compustatpredictiveapq_mad_act,Mean Absolute Deviation of scaled actual value of Accounts Payable
191,oth432_compustatpredictiveapq_mad_pred,Mean Absolute Deviation of predicted value of Accounts Payable
192,oth432_compustatpredictiveapq_mae,Mean Average Error of the model of Accounts Payable
193,oth432_compustatpredictiveapq_prediction,Predict value of Accounts Payable
194,oth432_compustatpredictiveatq_mad_act,Mean Absolute Deviation of scaled actual value of Total Assets
195,oth432_compustatpredictiveatq_mad_pred,Mean Absolute Deviation of predicted value of Total Assets
196,oth432_compustatpredictiveatq_mae,Mean Average Error of the model of Total Assets
197,oth432_compustatpredictiveatq_prediction,Predict value of Total Assets
198,oth432_compustatpredictivecheq_mad_act,Mean Absolute Deviation of scaled actual value of Cash and Short-term Investments
199,oth432_compustatpredictivecheq_mad_pred,Mean Absolute Deviation of predicted value of Cash and Short-term Investments
200,oth432_compustatpredictivecheq_mae,Mean Average Error of the model of Cash and Short-term Investments
201,oth432_compustatpredictivecheq_prediction,Predict value of Cash and Short-term Investments
202,oth432_compustatpredictivecogsq_mad_act,Mean Absolute Deviation of scaled actual value of Quarterly Cost of Goods Sold
203,oth432_compustatpredictivecogsq_mad_pred,Mean Absolute Deviation of predicted value of Quarterly Cost of Goods Sold
204,oth432_compustatpredictivecogsq_mae,Mean Average Error of the model of Quarterly Cost of Goods Sold
205,oth432_compustatpredictivecogsq_prediction,Predict value of Quarterly Cost of Goods Sold
206,oth432_compustatpredictivedlttq_mad_act,Mean Absolute Deviation of scaled actual value of Long-term Debt
207,oth432_compustatpredictivedlttq_mad_pred,Mean Absolute Deviation of predicted value of Long-term Debt
208,oth432_compustatpredictivedlttq_mae,Mean Average Error of the model of Long-term Debt
209,oth432_compustatpredictivedlttq_prediction,Predict value of Long-term Debt
210,oth432_compustatpredictiveepsfiq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share(Diluted), including extraordinary items"
211,oth432_compustatpredictiveepsfiq_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share(Diluted), including extraordinary items"
212,oth432_compustatpredictiveepsfiq_mae,"Mean Average Error of the model of Earnings per Share(Diluted), including extraordinary items"
213,oth432_compustatpredictiveepsfiq_prediction,"Predict value of Earnings per Share(Diluted), including extraordinary items"
214,oth432_compustatpredictiveepsfxq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share(Diluted), excluding extraordinary items"
215,oth432_compustatpredictiveepsfxq_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share(Diluted), excluding extraordinary items"
216,oth432_compustatpredictiveepsfxq_mae,"Mean Average Error of the model of Earnings per Share(Diluted), excluding extraordinary items"
217,oth432_compustatpredictiveepsfxq_prediction,"Predict value of Earnings per Share(Diluted), excluding extraordinary items"
218,oth432_compustatpredictiveepspiq_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share(Basic), including extraordinary items"
219,oth432_compustatpredictiveepspiq_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share(Basic), including extraordinary items"
220,oth432_compustatpredictiveepspiq_mae,"Mean Average Error of the model of Earnings per Share(Basic), including extraordinary items"
221,oth432_compustatpredictiveepspiq_prediction,"Predict value of Earnings per Share(Basic), including extraordinary items"
222,oth432_compustatpredictiveepsx12_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share(Basic), excluding extraordinary items, 12 months moving"
223,oth432_compustatpredictiveepsx12_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share(Basic), excluding extraordinary items, 12 months moving"
224,oth432_compustatpredictiveepsx12_mae,"Mean Average Error of the model of Earnings per Share(Basic), excluding extraordinary items, 12 months moving"
225,oth432_compustatpredictiveepsx12_prediction,"Predict value of Earnings per Share(Basic), excluding extraordinary items, 12 months moving"
226,oth432_compustatpredictivegdwlq_mad_act,Mean Absolute Deviation of scaled actual value of Goodwill
227,oth432_compustatpredictivegdwlq_mad_pred,Mean Absolute Deviation of predicted value of Goodwill
228,oth432_compustatpredictivegdwlq_mae,Mean Average Error of the model of Goodwill
229,oth432_compustatpredictivegdwlq_prediction,Predict value of Goodwill
230,oth432_compustatpredictiveintanoq_mad_act,Mean Absolute Deviation of scaled actual value of Other Intangibles
231,oth432_compustatpredictiveintanoq_mad_pred,Mean Absolute Deviation of predicted value of Other Intangibles
232,oth432_compustatpredictiveintanoq_mae,Mean Average Error of the model of Other Intangibles
233,oth432_compustatpredictiveintanoq_prediction,Predict value of Other Intangibles
234,oth432_compustatpredictiveinvtq_mad_act,Mean Absolute Deviation of scaled actual value of Total Inventories
235,oth432_compustatpredictiveinvtq_mad_pred,Mean Absolute Deviation of predicted value of Total Inventories
236,oth432_compustatpredictiveinvtq_mae,Mean Average Error of the model of Total Inventories
237,oth432_compustatpredictiveinvtq_prediction,Predict value of Total Inventories
238,oth432_compustatpredictivelctq_mad_act,Mean Absolute Deviation of scaled actual value of Total Current Liabilities
239,oth432_compustatpredictivelctq_mad_pred,Mean Absolute Deviation of predicted value of Total Current Liabilities
240,oth432_compustatpredictivelctq_mae,Mean Average Error of the model of Total Current Liabilities
241,oth432_compustatpredictivelctq_prediction,Predict value of Total Current Liabilities
242,oth432_compustatpredictiveltq_mad_act,Mean Absolute Deviation of scaled actual value of Total Liabilities
243,oth432_compustatpredictiveltq_mad_pred,Mean Absolute Deviation of predicted value of Total Liabilities
244,oth432_compustatpredictiveltq_mae,Mean Average Error of the model of Total Liabilities
245,oth432_compustatpredictiveltq_prediction,Predict value of Total Liabilities
246,oth432_compustatpredictiveniq_mad_act,Mean Absolute Deviation of scaled actual value of Net Income
247,oth432_compustatpredictiveniq_mad_pred,Mean Absolute Deviation of predicted value of Net Income
248,oth432_compustatpredictiveniq_mae,Mean Average Error of the model of Net Income
249,oth432_compustatpredictiveniq_prediction,Predict value of Net Income
250,oth432_compustatpredictiveoeps12_mad_act,"Mean Absolute Deviation of scaled actual value of Earnings per Share from Operations, 12 months moving"
251,oth432_compustatpredictiveoeps12_mad_pred,"Mean Absolute Deviation of predicted value of Earnings per Share from Operations, 12 months moving"
252,oth432_compustatpredictiveoeps12_mae,"Mean Average Error of the model of Earnings per Share from Operations, 12 months moving"
253,oth432_compustatpredictiveoeps12_prediction,"Predict value of Earnings per Share from Operations, 12 months moving"
254,oth432_compustatpredictiveoiadpq_mad_act,Mean Absolute Deviation of scaled actual value of Operating income after Depreciation
255,oth432_compustatpredictiveoiadpq_mad_pred,Mean Absolute Deviation of predicted value of Operating income after Depreciation
256,oth432_compustatpredictiveoiadpq_mae,Mean Average Error of the model of Operating income after Depreciation
257,oth432_compustatpredictiveoiadpq_prediction,Predict value of Operating income after Depreciation
258,oth432_compustatpredictivepiq_mad_act,Mean Absolute Deviation of scaled actual value of Pretax Income
259,oth432_compustatpredictivepiq_mad_pred,Mean Absolute Deviation of predicted value of Pretax Income
260,oth432_compustatpredictivepiq_mae,Mean Average Error of the model of Pretax Income
261,oth432_compustatpredictivepiq_prediction,Predict value of Pretax Income
262,oth432_compustatpredictiveppentq_mad_act,Mean Absolute Deviation of scaled actual value of Property Plant and Equipment - Total (Net)
263,oth432_compustatpredictiveppentq_mad_pred,Mean Absolute Deviation of predicted value of Property Plant and Equipment - Total (Net)
264,oth432_compustatpredictiveppentq_mae,Mean Average Error of the model of Property Plant and Equipment - Total (Net)
265,oth432_compustatpredictiveppentq_prediction,Predict value of Property Plant and Equipment - Total (Net)
266,oth432_compustatpredictiverectq_mad_act,Mean Absolute Deviation of scaled actual value of Receivables - Total
267,oth432_compustatpredictiverectq_mad_pred,Mean Absolute Deviation of predicted value of Receivables - Total
268,oth432_compustatpredictiverectq_mae,Mean Average Error of the model of Receivables - Total
269,oth432_compustatpredictiverectq_prediction,Predict value of Receivables - Total
270,oth432_compustatpredictiverevtq_mad_act,Mean Absolute Deviation of scaled actual value of Revenue - Total
271,oth432_compustatpredictiverevtq_mad_pred,Mean Absolute Deviation of predicted value of Revenue - Total
272,oth432_compustatpredictiverevtq_mae,Mean Average Error of the model of Revenue - Total
273,oth432_compustatpredictiverevtq_prediction,Predict value of Revenue - Total
274,oth432_compustatpredictivetxtq_mad_act,Mean Absolute Deviation of scaled actual value of Income Taxes - Total
275,oth432_compustatpredictivetxtq_mad_pred,Mean Absolute Deviation of predicted value of Income Taxes - Total
276,oth432_compustatpredictivetxtq_mae,Mean Average Error of the model of Income Taxes - Total
277,oth432_compustatpredictivetxtq_prediction,Predict value of Income Taxes - Total
278,oth432_compustatpredictivexintq_mad_act,Mean Absolute Deviation of scaled actual value of Interest and Related Expense- Total
279,oth432_compustatpredictivexintq_mad_pred,Mean Absolute Deviation of predicted value of Interest and Related Expense- Total
280,oth432_compustatpredictivexintq_mae,Mean Average Error of the model of Interest and Related Expense- Total
281,oth432_compustatpredictivexintq_prediction,Predict value of Interest and Related Expense- Total
282,oth432_currents_oeps12_mae,Mean Average Error of the model of Earnings Per Share from Operations - 12 Months Moving
283,oth432_currents_oeps12_predict,Predict value of Earnings Per Share from Operations - 12 Months Moving
284,oth432_currents_otlo_mae,Mean Average Error of the model of Cash from Operating Activities
285,oth432_currents_otlo_predict,Predict value of Cash from Operating Activities
286,oth432_ddps1_predict,Predict value of DPS - Common Stock Primary Issue
287,oth432_ddps1_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of DPS - Common Stock Primary Issue
288,oth432_ddps1_trkdpitdeltapredict_annual_funda_predict,Predict value of DPS - Common Stock Primary Issue
289,oth432_debt_rtlr_predict,Predict value of Total Revenue
290,oth432_deltapredictebit_a_mae,Mean Average Error of the model of Earnings before Interest and Tax
291,oth432_deltapredictebit_a_predict,Predict value of Earnings before Interest and Tax
292,oth432_deltapredictebit_q_mae,Mean Average Error of the model of Earnings before Interest and Tax
293,oth432_deltapredictebit_q_predict,Predict value of Earnings before Interest and Tax
294,oth432_deltapredictebit_ttm_mae,Mean Average Error of the model of Earnings before Interest and Tax
295,oth432_deltapredictebit_ttm_predict,Predict value of Earnings before Interest and Tax
296,oth432_deltapredictebitd_a_mae,"Mean Average Error of the model of Earnings before Interest,Tax and Depreciation"
297,oth432_deltapredictebitd_a_predict,"Predict value of Earnings before Interest,Tax and Depreciation"
298,oth432_deltapredictebitd_q_mae,"Mean Average Error of the model of Earnings before Interest,Tax and Depreciation"
299,oth432_deltapredictebitd_q_predict,"Predict value of Earnings before Interest,Tax and Depreciation"
300,oth432_deltapredictebitd_ttm_mae,"Mean Average Error of the model of Earnings before Interest,Tax and Depreciation"
301,oth432_deltapredictebitd_ttm_predict,"Predict value of Earnings before Interest,Tax and Depreciation"
302,oth432_deltapredictebt_a_mae,Mean Average Error of the model of Earnings before tax
303,oth432_deltapredictebt_a_predict,Predict value of Earnings before tax
304,oth432_deltapredictebt_q_mae,Mean Average Error of the model of Earnings before tax
305,oth432_deltapredictebt_q_predict,Predict value of Earnings before tax
306,oth432_deltapredictebt_ttm_mae,Mean Average Error of the model of Earnings before tax
307,oth432_deltapredictebt_ttm_predict,Predict value of Earnings before tax
308,oth432_deltapredictev_cur_mae,Mean Average Error of the model of Enterprise Value
309,oth432_deltapredictev_cur_predict,Predict value of Enterprise Value
310,oth432_deltapredictfcf_a_mae,Mean Average Error of the model of Free Cash Flow
311,oth432_deltapredictfcf_a_predict,Predict value of Free Cash Flow
312,oth432_deltapredictfcf_q_mae,Mean Average Error of the model of Free Cash Flow
313,oth432_deltapredictfcf_q_predict,Predict value of Free Cash Flow
314,oth432_deltapredictfcf_ttm_mae,Mean Average Error of the model of Free Cash Flow
315,oth432_deltapredictfcf_ttm_predict,Predict value of Free Cash Flow
316,oth432_deltapredictni_a_mae,Mean Average Error of the model of Net Income
317,oth432_deltapredictni_a_predict,Predict value of Net Income
318,oth432_deltapredictni_q_mae,Mean Average Error of the model of Net Income
319,oth432_deltapredictni_q_predict,Predict value of Net Income
320,oth432_deltapredictni_ttm_mae,Mean Average Error of the model of Net Income
321,oth432_deltapredictni_ttm_predict,Predict value of Net Income
322,oth432_deltapredictrev_a_mae,Mean Average Error of the model of Revenue - Total
323,oth432_deltapredictrev_a_predict,Predict value of Revenue - Total
324,oth432_deltapredictrev_q_mae,Mean Average Error of the model of Revenue - Total
325,oth432_deltapredictrev_q_predict,Predict value of Revenue - Total
