,id,description
0,anl14_actvalue_bvps_fp0,Book Value Per Share - recent last quarter
1,anl14_actvalue_bvps_fy0,Book Value Per Share - recent last year
2,anl14_actvalue_capex_fp0,Capital Expenditures  - recent last quarter
3,anl14_actvalue_capex_fy0,Capital Expenditures  - recent last year
4,anl14_actvalue_cfps_fp0,Cash Flow Per Share  - recent last quarter
5,anl14_actvalue_cfps_fy0,Cash Flow Per Share  - recent last year
6,anl14_actvalue_div_fp0,Dividend  - recent last quarter
7,anl14_actvalue_div_fy0,Dividend  - recent last year
8,anl14_actvalue_ebit_fp0,Earnings Before Interest & Taxes - recent last quarter
9,anl14_actvalue_ebit_fy0,Earnings Before Interest & Taxes - recent last year
10,anl14_actvalue_ebitda_fp0,"Earnings Before Interest, Taxes, Depreciation & Amortization - recent last quarter"
11,anl14_actvalue_ebitda_fy0,"Earnings Before Interest, Taxes, Depreciation & Amortization - recent last year"
12,anl14_actvalue_eps_fp0,Earnings Per Share - recent last quarter
13,anl14_actvalue_eps_fy0,Earnings Per Share - recent last year
14,anl14_actvalue_epsrep_fp0,Reported Earnings Per Share - recent last quarter
15,anl14_actvalue_epsrep_fy0,Reported Earnings Per Share - recent last year
16,anl14_actvalue_nav_fy0,Net asset value - recent last year
17,anl14_actvalue_ndebt_fp0,Net debt - recent last quarter
18,anl14_actvalue_ndebt_fy0,Net debt - recent last year
19,anl14_actvalue_ntp_fp0,Net profit - recent last quarter
20,anl14_actvalue_ntp_fy0,Net profit - recent last year
21,anl14_actvalue_ntprep_fp0,Reported Net Profit - recent last quarter
22,anl14_actvalue_ntprep_fy0,Reported Net Profit - recent last year
23,anl14_actvalue_ptp_fp0,Pretax Profit - recent last quarter
24,anl14_actvalue_ptp_fy0,Pretax Profit - recent last year
25,anl14_actvalue_ptprep_fp0,Reported Pretax Profit - recent last quarter
26,anl14_actvalue_ptprep_fy0,Reported Pretax Profit - recent last year
27,anl14_actvalue_revenue_fp0,Revenue - recent last quarter
28,anl14_actvalue_revenue_fy0,Revenue - recent last year
29,anl14_actvalue_roa_fy0,Returns on Assets - recent last year
30,anl14_actvalue_roe_fp0,Returns on Equity - recent last quarter
31,anl14_actvalue_roe_fy0,Returns on Equity - recent last year
32,anl14_buy,Number of recommendations to buy -
33,anl14_curperiodtype,Type of period -
34,anl14_cursharesoutstanding,current Share Outstanding  -
43,anl14_high_bvps_fp1,The Highest estimation of Book Value Per Share - upcoming quarter
44,anl14_high_bvps_fp2,The Highest estimation of Book Value Per Share - upcoming 2 quarters
45,anl14_high_bvps_fp3,The Highest estimation of Book Value Per Share - upcoming 3 quarters
46,anl14_high_bvps_fp4,The Highest estimation of Book Value Per Share - upcoming 4 quarters
47,anl14_high_bvps_fp5,The Highest estimation of Book Value Per Share - upcoming 5 quarters
48,anl14_high_bvps_fy1,The Highest estimation of Book Value Per Share - upcoming year
49,anl14_high_bvps_fy2,The Highest estimation of Book Value Per Share - upcoming 2 years
