,id,description
34,act_q_dps_surprisestd,Standard deviation of surprise (actual - estimate) of actual dividend per share regarding the last quarter
35,act_q_dps_value,actual dividend per share regarding the last quarter
36,act_q_ebi_surprisemean,Mean surprise (actual - estimate) of actual EBIT regarding the last quarter
37,act_q_ebi_surprisenum,Number of estimates used for surprise calc of actual EBIT regarding the last quarter
38,act_q_ebi_surprisestd,Standard deviation of surprise (actual - estimate) of actual EBIT regarding the last quarter
39,act_q_ebi_value,actual EBIT regarding the last quarter
40,act_q_ebs_surprisemean,Mean surprise (actual - estimate) of actual EBITDA per share regarding the last quarter
41,act_q_ebs_surprisenum,Number of estimates used for surprise calc of actual EBITDA per share regarding the last quarter
42,act_q_ebs_value,actual EBITDA per share regarding the last quarter
43,act_q_ebt_surprisemean,Mean surprise (actual - estimate) of actual EBITDA regarding the last quarter
44,act_q_ebt_surprisestd,Standard deviation of surprise (actual - estimate) of actual EBITDA regarding the last quarter
45,act_q_ebt_value,actual EBITDA regarding the last quarter
46,act_q_ent_surprisenum,Number of estimates used for surprise calc of actual enterprise value regarding the last quarter
47,act_q_eps_surprisemean,Mean surprise (actual - estimate) of actual earnings per share regarding the last quarter
48,act_q_eps_surprisestd,Standard deviation of surprise (actual - estimate) of actual earnings per share regarding the last quarter
49,act_q_eps_value,actual earnings per share regarding the last quarter
50,act_q_epx_surprisenum,Number of estimates used for surprise calc of actual ? regarding the last quarter
51,act_q_fcf_surprisemean,Mean surprise (actual - estimate) of actual free cash flow per share regarding the last quarter
52,act_q_fcf_surprisenum,Number of estimates used for surprise calc of actual free cash flow per share regarding the last quarter
53,act_q_fcf_surprisestd,Standard deviation of surprise (actual - estimate) of actual free cash flow per share regarding the last quarter
54,act_q_fcf_value,actual free cash flow per share regarding the last quarter
55,act_q_gps_surprisemean,Mean surprise (actual - estimate) of actual GAAP earnings per share regarding the last quarter
56,act_q_gps_surprisenum,Number of estimates used for surprise calc of actual GAAP earnings per share regarding the last quarter
57,act_q_gps_surprisestd,Standard deviation of surprise (actual - estimate) of actual GAAP earnings per share regarding the last quarter
58,act_q_gps_value,actual GAAP earnings per share regarding the last quarter
59,act_q_grm_surprisemean,Mean surprise (actual - estimate) of actual gross margin in percent regarding the last quarter
60,act_q_grm_surprisenum,Number of estimates used for surprise calc of actual gross margin in percent regarding the last quarter
61,act_q_grm_surprisestd,Standard deviation of surprise (actual - estimate) of actual gross margin in percent regarding the last quarter
62,act_q_grm_value,actual gross margin in percent regarding the last quarter
63,act_q_nav_surprisemean,Mean surprise (actual - estimate) of actual net asset value regarding the last quarter
64,act_q_nav_surprisenum,Number of estimates used for surprise calc of actual net asset value regarding the last quarter
65,act_q_nav_surprisestd,Standard deviation of surprise (actual - estimate) of actual net asset value regarding the last quarter
66,act_q_nav_value,actual net asset value regarding the last quarter
67,act_q_ndt_surprisemean,Mean surprise (actual - estimate) of actual net debt regarding the last quarter
68,act_q_ndt_surprisenum,Number of estimates used for surprise calc of actual net debt regarding the last quarter
69,act_q_ndt_surprisestd,Standard deviation of surprise (actual - estimate) of actual net debt regarding the last quarter
70,act_q_ndt_value,actual net debt regarding the last quarter
71,act_q_ner_surprisemean,Mean surprise (actual - estimate) of actual net profit as reported regarding the last quarter
72,act_q_ner_surprisenum,Number of estimates used for surprise calc of actual net profit as reported regarding the last quarter
73,act_q_ner_surprisestd,Standard deviation of surprise (actual - estimate) of actual net profit as reported regarding the last quarter
74,act_q_ner_value,actual net profit as reported regarding the last quarter
75,act_q_net_surprisemean,Mean surprise (actual - estimate) of actual net income regarding the last quarter
76,act_q_net_surprisenum,Number of estimates used for surprise calc of actual net income regarding the last quarter
77,act_q_net_surprisestd,Standard deviation of surprise (actual - estimate) of actual net income regarding the last quarter
78,act_q_net_value,actual net income regarding the last quarter
79,act_q_opr_surprisemean,Mean surprise (actual - estimate) of actual operating profit regarding the last quarter
80,act_q_opr_surprisenum,Number of estimates used for surprise calc of actual operating profit regarding the last quarter
81,act_q_opr_surprisestd,Standard deviation of surprise (actual - estimate) of actual operating profit regarding the last quarter
82,act_q_opr_value,actual operating profit regarding the last quarter
83,act_q_pre_surprisemean,Mean surprise (actual - estimate) of actual pre-tax profit regarding the last quarter
84,act_q_pre_surprisestd,Standard deviation of surprise (actual - estimate) of actual pre-tax profit regarding the last quarter
85,act_q_pre_value,actual pre-tax profit regarding the last quarter
86,act_q_prr_surprisemean,Mean surprise (actual - estimate) of actual pretax profit as reported regarding the last quarter
87,act_q_prr_surprisenum,Number of estimates used for surprise calc of actual pretax profit as reported regarding the last quarter
88,act_q_prr_surprisestd,Standard deviation of surprise (actual - estimate) of actual pretax profit as reported regarding the last quarter
89,act_q_prr_value,actual pretax profit as reported regarding the last quarter
90,act_q_roa_surprisemean,Mean surprise (actual - estimate) of actual return on assets in percent regarding the last quarter
91,act_q_roa_surprisenum,Number of estimates used for surprise calc of actual return on assets in percent regarding the last quarter
92,act_q_roa_value,actual return on assets in percent regarding the last quarter
93,act_q_roe_surprisemean,Mean surprise (actual - estimate) of actual return on equity in percent regarding the last quarter
94,act_q_roe_surprisenum,Number of estimates used for surprise calc of actual return on equity in percent regarding the last quarter
95,act_q_roe_surprisestd,Standard deviation of surprise (actual - estimate) of actual return on equity in percent regarding the last quarter
96,act_q_roe_value,actual return on equity in percent regarding the last quarter
97,act_q_sal_surprisemean,Mean surprise (actual - estimate) of actual sales/revenue regarding the last quarter
98,act_q_sal_surprisestd,Standard deviation of surprise (actual - estimate) of actual sales/revenue regarding the last quarter
99,act_q_sal_value,actual sales/revenue regarding the last quarter
100,act_q_tbv_surprisemean,Mean surprise (actual - estimate) of actual tangible book value per share regarding the last quarter
101,act_q_tbv_surprisenum,Number of estimates used for surprise calc of actual tangible book value per share regarding the last quarter
102,annualdiv,Indicated annual dividend
103,chgprice,Difference in weekly price today and 4 weeks ago
104,eps_12m,Actual EPS in the last 4 quarters
105,est_12m_bps_high,Highest analyst estimate of book value per share regarding the next 4 quarters
106,est_12m_bps_high_3mth_ago,"Highest analyst estimate of book value per share regarding the next 4 quarters, made in past 3 months"
107,est_12m_bps_high_4wks_ago,"Highest analyst estimate of book value per share regarding the next 4 quarters, made in past 4 weeks"
108,est_12m_bps_low,Lowest analyst estimate of book value per share regarding the next 4 quarters
109,est_12m_bps_low_3mth_ago,"Lowest analyst estimate of book value per share regarding the next 4 quarters, made in past 3 months"
110,est_12m_bps_low_4wks_ago,"Lowest analyst estimate of book value per share regarding the next 4 quarters, made in past 4 weeks"
111,est_12m_bps_lowered_1wk,"Number of lowered analyst estimate of book value per share regarding the next 4 quarters, since last weekly update"
112,est_12m_bps_lowerednum_1mth,"Number of lowered analyst estimate of book value per share regarding the next 4 quarters, since last montly update"
113,est_12m_bps_lowerednum_4wks,"Number of lowered analyst estimate of book value per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
114,est_12m_bps_mean,Mean analyst estimate of book value per share regarding the next 4 quarters
115,est_12m_bps_mean_28d,"Mean analyst estimate of book value per share regarding the next 4 quarters, made in the last 28 days"
116,est_12m_bps_mean_3mth_ago,"Mean analyst estimate of book value per share regarding the next 4 quarters, 3 made in past 3 months"
117,est_12m_bps_mean_4wks_ago,"Mean analyst estimate of book value per share regarding the next 4 quarters, made in past 4 weeks"
118,est_12m_bps_median,Median analyst estimate of book value per share regarding the next 4 quarters
119,est_12m_bps_median_3mth_ago,"Median analyst estimate of book value per share regarding the next 4 quarters, made in past 3 months"
120,est_12m_bps_median_4wks_ago,"Median analyst estimate of book value per share regarding the next 4 quarters, made in past 4 weeks"
121,est_12m_bps_num,Number of analyst estimate of book value per share regarding the next 4 quarters
122,est_12m_bps_num_28d,"Number of analyst estimate of book value per share regarding the next 4 quarters, made in the last 28 days"
123,est_12m_bps_num_3mth_ago,"Number of analyst estimate of book value per share regarding the next 4 quarters, made in past 3 months"
124,est_12m_bps_num_4wks_ago,"Number of analyst estimate of book value per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
125,est_12m_bps_raised_1wk,"Number of raised analyst estimate of book value per share regarding the next 4 quarters, compared to last weekly update"
126,est_12m_bps_raisednum_1mth,"Number of raised analyst estimate of book value per share regarding the next 4 quarters, compared to last montly update"
127,est_12m_bps_raisednum_4wks,"Number of raised analyst estimate of book value per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
128,est_12m_bps_std,Standard deviation of analyst estimate of book value per share regarding the next 4 quarters
129,est_12m_bps_std_28d,"Standard deviation of the analyst estimate of book value per share regarding the next 4 quarters, made in the last 28 days"
130,est_12m_bps_std_3mth_ago,"Standard deviation of the analyst estimate of book value per share regarding the next 4 quarters, made in past 3 months"
131,est_12m_bps_std_4wks_ago,"Standard deviation of the analyst estimate of book value per share regarding the next 4 quarters, made in past 4 weeks"
132,est_12m_cps_high,Highest analyst estimate of cash flow per share regarding the next 4 quarters
133,est_12m_cps_high_3mth_ago,"Highest analyst estimate of cash flow per share regarding the next 4 quarters, made in past 3 months"
134,est_12m_cps_high_4wks_ago,"Highest analyst estimate of cash flow per share regarding the next 4 quarters, made in past 4 weeks"
135,est_12m_cps_low,Lowest analyst estimate of cash flow per share regarding the next 4 quarters
136,est_12m_cps_low_3mth_ago,"Lowest analyst estimate of cash flow per share regarding the next 4 quarters, made in past 3 months"
137,est_12m_cps_low_4wks_ago,"Lowest analyst estimate of cash flow per share regarding the next 4 quarters, made in past 4 weeks"
138,est_12m_cps_lowered_1wk,"Number of lowered analyst estimate of cash flow per share regarding the next 4 quarters, since last weekly update"
139,est_12m_cps_lowerednum_1mth,"Number of lowered analyst estimate of cash flow per share regarding the next 4 quarters, since last montly update"
140,est_12m_cps_lowerednum_4wks,"Number of lowered analyst estimate of cash flow per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
141,est_12m_cps_mean,Mean analyst estimate of cash flow per share regarding the next 4 quarters
142,est_12m_cps_mean_28d,"Mean analyst estimate of cash flow per share regarding the next 4 quarters, made in the last 28 days"
143,est_12m_cps_mean_3mth_ago,"Mean analyst estimate of cash flow per share regarding the next 4 quarters, 3 made in past 3 months"
144,est_12m_cps_mean_4wks_ago,"Mean analyst estimate of cash flow per share regarding the next 4 quarters, made in past 4 weeks"
145,est_12m_cps_median,Median analyst estimate of cash flow per share regarding the next 4 quarters
146,est_12m_cps_median_3mth_ago,"Median analyst estimate of cash flow per share regarding the next 4 quarters, made in past 3 months"
147,est_12m_cps_median_4wks_ago,"Median analyst estimate of cash flow per share regarding the next 4 quarters, made in past 4 weeks"
148,est_12m_cps_num,Number of analyst estimate of cash flow per share regarding the next 4 quarters
149,est_12m_cps_num_28d,"Number of analyst estimate of cash flow per share regarding the next 4 quarters, made in the last 28 days"
150,est_12m_cps_num_3mth_ago,"Number of analyst estimate of cash flow per share regarding the next 4 quarters, made in past 3 months"
151,est_12m_cps_num_4wks_ago,"Number of analyst estimate of cash flow per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
152,est_12m_cps_raised_1wk,"Number of raised analyst estimate of cash flow per share regarding the next 4 quarters, compared to last weekly update"
153,est_12m_cps_raisednum_1mth,"Number of raised analyst estimate of cash flow per share regarding the next 4 quarters, compared to last montly update"
154,est_12m_cps_raisednum_4wks,"Number of raised analyst estimate of cash flow per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
155,est_12m_cps_std,Standard deviation of analyst estimate of cash flow per share regarding the next 4 quarters
156,est_12m_cps_std_28d,"Standard deviation of the analyst estimate of cash flow per share regarding the next 4 quarters, made in the last 28 days"
157,est_12m_cps_std_3mth_ago,"Standard deviation of the analyst estimate of cash flow per share regarding the next 4 quarters, made in past 3 months"
158,est_12m_cps_std_4wks_ago,"Standard deviation of the analyst estimate of cash flow per share regarding the next 4 quarters, made in past 4 weeks"
159,est_12m_cpx_high,Highest analyst estimate of capital expenditure regarding the next 4 quarters
160,est_12m_cpx_high_3mth_ago,"Highest analyst estimate of capital expenditure regarding the next 4 quarters, made in past 3 months"
161,est_12m_cpx_high_4wks_ago,"Highest analyst estimate of capital expenditure regarding the next 4 quarters, made in past 4 weeks"
162,est_12m_cpx_low,Lowest analyst estimate of capital expenditure regarding the next 4 quarters
163,est_12m_cpx_low_3mth_ago,"Lowest analyst estimate of capital expenditure regarding the next 4 quarters, made in past 3 months"
164,est_12m_cpx_low_4wks_ago,"Lowest analyst estimate of capital expenditure regarding the next 4 quarters, made in past 4 weeks"
165,est_12m_cpx_lowered_1wk,"Number of lowered analyst estimate of capital expenditure regarding the next 4 quarters, since last weekly update"
166,est_12m_cpx_lowerednum_1mth,"Number of lowered analyst estimate of capital expenditure regarding the next 4 quarters, since last montly update"
167,est_12m_cpx_lowerednum_4wks,"Number of lowered analyst estimate of capital expenditure regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
168,est_12m_cpx_mean,Mean analyst estimate of capital expenditure regarding the next 4 quarters
169,est_12m_cpx_mean_28d,"Mean analyst estimate of capital expenditure regarding the next 4 quarters, made in the last 28 days"
170,est_12m_cpx_mean_3mth_ago,"Mean analyst estimate of capital expenditure regarding the next 4 quarters, 3 made in past 3 months"
171,est_12m_cpx_mean_4wks_ago,"Mean analyst estimate of capital expenditure regarding the next 4 quarters, made in past 4 weeks"
172,est_12m_cpx_median,Median analyst estimate of capital expenditure regarding the next 4 quarters
173,est_12m_cpx_median_3mth_ago,"Median analyst estimate of capital expenditure regarding the next 4 quarters, made in past 3 months"
174,est_12m_cpx_median_4wks_ago,"Median analyst estimate of capital expenditure regarding the next 4 quarters, made in past 4 weeks"
175,est_12m_cpx_num,Number of analyst estimate of capital expenditure regarding the next 4 quarters
176,est_12m_cpx_num_28d,"Number of analyst estimate of capital expenditure regarding the next 4 quarters, made in the last 28 days"
177,est_12m_cpx_num_3mth_ago,"Number of analyst estimate of capital expenditure regarding the next 4 quarters, made in past 3 months"
178,est_12m_cpx_num_4wks_ago,"Number of analyst estimate of capital expenditure regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
179,est_12m_cpx_raised_1wk,"Number of raised analyst estimate of capital expenditure regarding the next 4 quarters, compared to last weekly update"
180,est_12m_cpx_raisednum_1mth,"Number of raised analyst estimate of capital expenditure regarding the next 4 quarters, compared to last montly update"
181,est_12m_cpx_raisednum_4wks,"Number of raised analyst estimate of capital expenditure regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
182,est_12m_cpx_std,Standard deviation of analyst estimate of capital expenditure regarding the next 4 quarters
183,est_12m_cpx_std_28d,"Standard deviation of the analyst estimate of capital expenditure regarding the next 4 quarters, made in the last 28 days"
184,est_12m_cpx_std_3mth_ago,"Standard deviation of the analyst estimate of capital expenditure regarding the next 4 quarters, made in past 3 months"
185,est_12m_cpx_std_4wks_ago,"Standard deviation of the analyst estimate of capital expenditure regarding the next 4 quarters, made in past 4 weeks"
186,est_12m_dps_high,Highest analyst estimate of dividend per share regarding the next 4 quarters
187,est_12m_dps_high_3mth_ago,"Highest analyst estimate of dividend per share regarding the next 4 quarters, made in past 3 months"
188,est_12m_dps_high_4wks_ago,"Highest analyst estimate of dividend per share regarding the next 4 quarters, made in past 4 weeks"
189,est_12m_dps_low,Lowest analyst estimate of dividend per share regarding the next 4 quarters
190,est_12m_dps_low_3mth_ago,"Lowest analyst estimate of dividend per share regarding the next 4 quarters, made in past 3 months"
191,est_12m_dps_low_4wks_ago,"Lowest analyst estimate of dividend per share regarding the next 4 quarters, made in past 4 weeks"
192,est_12m_dps_lowered_1wk,"Number of lowered analyst estimate of dividend per share regarding the next 4 quarters, since last weekly update"
193,est_12m_dps_lowerednum_1mth,"Number of lowered analyst estimate of dividend per share regarding the next 4 quarters, since last montly update"
194,est_12m_dps_lowerednum_4wks,"Number of lowered analyst estimate of dividend per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
195,est_12m_dps_mean,Mean analyst estimate of dividend per share regarding the next 4 quarters
196,est_12m_dps_mean_28d,"Mean analyst estimate of dividend per share regarding the next 4 quarters, made in the last 28 days"
197,est_12m_dps_mean_3mth_ago,"Mean analyst estimate of dividend per share regarding the next 4 quarters, 3 made in past 3 months"
198,est_12m_dps_mean_4wks_ago,"Mean analyst estimate of dividend per share regarding the next 4 quarters, made in past 4 weeks"
199,est_12m_dps_median,Median analyst estimate of dividend per share regarding the next 4 quarters
200,est_12m_dps_median_3mth_ago,"Median analyst estimate of dividend per share regarding the next 4 quarters, made in past 3 months"
201,est_12m_dps_median_4wks_ago,"Median analyst estimate of dividend per share regarding the next 4 quarters, made in past 4 weeks"
202,est_12m_dps_num,Number of analyst estimate of dividend per share regarding the next 4 quarters
203,est_12m_dps_num_28d,"Number of analyst estimate of dividend per share regarding the next 4 quarters, made in the last 28 days"
204,est_12m_dps_num_3mth_ago,"Number of analyst estimate of dividend per share regarding the next 4 quarters, made in past 3 months"
205,est_12m_dps_num_4wks_ago,"Number of analyst estimate of dividend per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
206,est_12m_dps_raised_1wk,"Number of raised analyst estimate of dividend per share regarding the next 4 quarters, compared to last weekly update"
207,est_12m_dps_raisednum_1mth,"Number of raised analyst estimate of dividend per share regarding the next 4 quarters, compared to last montly update"
208,est_12m_dps_raisednum_4wks,"Number of raised analyst estimate of dividend per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
209,est_12m_dps_std,Standard deviation of analyst estimate of dividend per share regarding the next 4 quarters
210,est_12m_dps_std_28d,"Standard deviation of the analyst estimate of dividend per share regarding the next 4 quarters, made in the last 28 days"
211,est_12m_dps_std_3mth_ago,"Standard deviation of the analyst estimate of dividend per share regarding the next 4 quarters, made in past 3 months"
212,est_12m_dps_std_4wks_ago,"Standard deviation of the analyst estimate of dividend per share regarding the next 4 quarters, made in past 4 weeks"
213,est_12m_ebi_high,Highest analyst estimate of EBIT regarding the next 4 quarters
214,est_12m_ebi_high_3mth_ago,"Highest analyst estimate of EBIT regarding the next 4 quarters, made in past 3 months"
215,est_12m_ebi_high_4wks_ago,"Highest analyst estimate of EBIT regarding the next 4 quarters, made in past 4 weeks"
216,est_12m_ebi_low,Lowest analyst estimate of EBIT regarding the next 4 quarters
217,est_12m_ebi_low_3mth_ago,"Lowest analyst estimate of EBIT regarding the next 4 quarters, made in past 3 months"
218,est_12m_ebi_low_4wks_ago,"Lowest analyst estimate of EBIT regarding the next 4 quarters, made in past 4 weeks"
219,est_12m_ebi_lowered_1wk,"Number of lowered analyst estimate of EBIT regarding the next 4 quarters, since last weekly update"
220,est_12m_ebi_lowerednum_1mth,"Number of lowered analyst estimate of EBIT regarding the next 4 quarters, since last montly update"
221,est_12m_ebi_lowerednum_4wks,"Number of lowered analyst estimate of EBIT regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
222,est_12m_ebi_mean,Mean analyst estimate of EBIT regarding the next 4 quarters
223,est_12m_ebi_mean_28d,"Mean analyst estimate of EBIT regarding the next 4 quarters, made in the last 28 days"
224,est_12m_ebi_mean_3mth_ago,"Mean analyst estimate of EBIT regarding the next 4 quarters, 3 made in past 3 months"
225,est_12m_ebi_mean_4wks_ago,"Mean analyst estimate of EBIT regarding the next 4 quarters, made in past 4 weeks"
226,est_12m_ebi_median,Median analyst estimate of EBIT regarding the next 4 quarters
227,est_12m_ebi_median_3mth_ago,"Median analyst estimate of EBIT regarding the next 4 quarters, made in past 3 months"
228,est_12m_ebi_median_4wks_ago,"Median analyst estimate of EBIT regarding the next 4 quarters, made in past 4 weeks"
229,est_12m_ebi_num,Number of analyst estimate of EBIT regarding the next 4 quarters
230,est_12m_ebi_num_28d,"Number of analyst estimate of EBIT regarding the next 4 quarters, made in the last 28 days"
231,est_12m_ebi_num_3mth_ago,"Number of analyst estimate of EBIT regarding the next 4 quarters, made in past 3 months"
232,est_12m_ebi_num_4wks_ago,"Number of analyst estimate of EBIT regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
233,est_12m_ebi_raised_1wk,"Number of raised analyst estimate of EBIT regarding the next 4 quarters, compared to last weekly update"
234,est_12m_ebi_raisednum_1mth,"Number of raised analyst estimate of EBIT regarding the next 4 quarters, compared to last montly update"
235,est_12m_ebi_raisednum_4wks,"Number of raised analyst estimate of EBIT regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
236,est_12m_ebi_std,Standard deviation of analyst estimate of EBIT regarding the next 4 quarters
237,est_12m_ebi_std_28d,"Standard deviation of the analyst estimate of EBIT regarding the next 4 quarters, made in the last 28 days"
238,est_12m_ebi_std_3mth_ago,"Standard deviation of the analyst estimate of EBIT regarding the next 4 quarters, made in past 3 months"
239,est_12m_ebi_std_4wks_ago,"Standard deviation of the analyst estimate of EBIT regarding the next 4 quarters, made in past 4 weeks"
240,est_12m_ebs_high,Highest analyst estimate of EBITDA per share regarding the next 4 quarters
241,est_12m_ebs_high_3mth_ago,"Highest analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 3 months"
242,est_12m_ebs_high_4wks_ago,"Highest analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 4 weeks"
243,est_12m_ebs_low,Lowest analyst estimate of EBITDA per share regarding the next 4 quarters
244,est_12m_ebs_low_3mth_ago,"Lowest analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 3 months"
245,est_12m_ebs_low_4wks_ago,"Lowest analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 4 weeks"
246,est_12m_ebs_lowered_1wk,"Number of lowered analyst estimate of EBITDA per share regarding the next 4 quarters, since last weekly update"
247,est_12m_ebs_lowerednum_1mth,"Number of lowered analyst estimate of EBITDA per share regarding the next 4 quarters, since last montly update"
248,est_12m_ebs_lowerednum_4wks,"Number of lowered analyst estimate of EBITDA per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
249,est_12m_ebs_mean,Mean analyst estimate of EBITDA per share regarding the next 4 quarters
250,est_12m_ebs_mean_28d,"Mean analyst estimate of EBITDA per share regarding the next 4 quarters, made in the last 28 days"
251,est_12m_ebs_mean_3mth_ago,"Mean analyst estimate of EBITDA per share regarding the next 4 quarters, 3 made in past 3 months"
252,est_12m_ebs_mean_4wks_ago,"Mean analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 4 weeks"
253,est_12m_ebs_median,Median analyst estimate of EBITDA per share regarding the next 4 quarters
254,est_12m_ebs_median_3mth_ago,"Median analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 3 months"
255,est_12m_ebs_median_4wks_ago,"Median analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 4 weeks"
256,est_12m_ebs_num,Number of analyst estimate of EBITDA per share regarding the next 4 quarters
257,est_12m_ebs_num_28d,"Number of analyst estimate of EBITDA per share regarding the next 4 quarters, made in the last 28 days"
258,est_12m_ebs_num_3mth_ago,"Number of analyst estimate of EBITDA per share regarding the next 4 quarters, made in past 3 months"
259,est_12m_ebs_num_4wks_ago,"Number of analyst estimate of EBITDA per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
260,est_12m_ebs_raised_1wk,"Number of raised analyst estimate of EBITDA per share regarding the next 4 quarters, compared to last weekly update"
261,est_12m_ebs_raisednum_1mth,"Number of raised analyst estimate of EBITDA per share regarding the next 4 quarters, compared to last montly update"
262,est_12m_ebs_raisednum_4wks,"Number of raised analyst estimate of EBITDA per share regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
263,est_12m_ebt_high,Highest analyst estimate of EBITDA regarding the next 4 quarters
264,est_12m_ebt_high_3mth_ago,"Highest analyst estimate of EBITDA regarding the next 4 quarters, made in past 3 months"
265,est_12m_ebt_high_4wks_ago,"Highest analyst estimate of EBITDA regarding the next 4 quarters, made in past 4 weeks"
266,est_12m_ebt_low,Lowest analyst estimate of EBITDA regarding the next 4 quarters
267,est_12m_ebt_low_3mth_ago,"Lowest analyst estimate of EBITDA regarding the next 4 quarters, made in past 3 months"
268,est_12m_ebt_low_4wks_ago,"Lowest analyst estimate of EBITDA regarding the next 4 quarters, made in past 4 weeks"
269,est_12m_ebt_lowered_1wk,"Number of lowered analyst estimate of EBITDA regarding the next 4 quarters, since last weekly update"
270,est_12m_ebt_lowerednum_1mth,"Number of lowered analyst estimate of EBITDA regarding the next 4 quarters, since last montly update"
271,est_12m_ebt_lowerednum_4wks,"Number of lowered analyst estimate of EBITDA regarding the next 4 quarters, where old and new estimate were made in past 4 weeks"
272,est_12m_ebt_mean,Mean analyst estimate of EBITDA regarding the next 4 quarters
273,est_12m_ebt_mean_28d,"Mean analyst estimate of EBITDA regarding the next 4 quarters, made in the last 28 days"
274,est_12m_ebt_mean_3mth_ago,"Mean analyst estimate of EBITDA regarding the next 4 quarters, 3 made in past 3 months"
275,est_12m_ebt_mean_4wks_ago,"Mean analyst estimate of EBITDA regarding the next 4 quarters, made in past 4 weeks"
276,est_12m_ebt_median,Median analyst estimate of EBITDA regarding the next 4 quarters
277,est_12m_ebt_median_3mth_ago,"Median analyst estimate of EBITDA regarding the next 4 quarters, made in past 3 months"
278,est_12m_ebt_median_4wks_ago,"Median analyst estimate of EBITDA regarding the next 4 quarters, made in past 4 weeks"
279,est_12m_ebt_num,Number of analyst estimate of EBITDA regarding the next 4 quarters
280,est_12m_ebt_num_28d,"Number of analyst estimate of EBITDA regarding the next 4 quarters, made in the last 28 days"
